time,milk,no_milk
901.9744702,1.345715313,1.536002579
902.4744702,1.340746136,1.540971451
902.9744702,1.340746136,1.531033707
903.4744702,1.345715313,1.540971451
903.9744702,1.340746136,1.540971451
904.4744702,1.35068449,1.540971451
904.9744702,1.345715313,1.540971451
905.4744702,1.345715313,1.536002579
905.9744702,1.345715313,1.531033707
906.4744702,1.345715313,1.545940323
906.9744702,1.345715313,1.536002579
907.4744702,1.340746136,1.531033707
907.9744702,1.345715313,1.545940323
908.4744702,1.345715313,1.545940323
908.9744702,1.345715313,1.536002579
909.4744702,1.35068449,1.545940323
909.9744702,1.35068449,1.540971451
910.4744702,1.35068449,1.536002579
910.9744702,1.340746136,1.540971451
911.4744702,1.340746136,1.536002579
911.9744702,1.35068449,1.540971451
912.4744702,1.345715313,1.540971451
912.9744702,1.35068449,1.540971451
913.4744702,1.345715313,1.545940323
913.9744702,1.345715313,1.540971451
914.4744702,1.340746136,1.531033707
914.9744702,1.340746136,1.536002579
915.4744702,1.345715313,1.540971451
915.9744702,1.35068449,1.540971451
916.4744702,1.35068449,1.536002579
916.9744702,1.345715313,1.540971451
917.4744702,1.365592022,1.545940323
917.9744702,1.35068449,1.540971451
918.4744702,1.360622845,1.550909195
918.9744702,1.360622845,1.545940323
919.4744702,1.355653667,1.545940323
919.9744702,1.355653667,1.545940323
920.4744702,1.345715313,1.536002579
920.9744702,1.355653667,1.536002579
921.4744702,1.345715313,1.540971451
921.9744702,1.355653667,1.545940323
922.4744702,1.340746136,1.536002579
922.9744702,1.35068449,1.531033707
923.4744702,1.35068449,1.545940323
923.9744702,1.345715313,1.540971451
924.4744702,1.35068449,1.550909195
924.9744702,1.35068449,1.545940323
925.4744702,1.355653667,1.545940323
925.9744702,1.355653667,1.545940323
926.4744702,1.355653667,1.550909195
926.9744702,1.35068449,1.540971451
927.4744702,1.355653667,1.545940323
927.9744702,1.35068449,1.536002579
928.4744702,1.355653667,1.545940323
928.9744702,1.365592022,1.540971451
929.4744702,1.355653667,1.545940323
929.9744702,1.360622845,1.550909195
930.4744702,1.355653667,1.536002579
930.9744702,1.35068449,1.550909195
931.4744702,1.360622845,1.550909195
931.9744702,1.360622845,1.545940323
932.4744702,1.360622845,1.545940323
932.9744702,1.35068449,1.540971451
933.4744702,1.360622845,1.545940323
933.9744702,1.365592022,1.555878067
934.4744702,1.355653667,1.550909195
934.9744702,1.360622845,1.555878067
935.4744702,1.360622845,1.545940323
935.9744702,1.370561199,1.555878067
936.4744702,1.365592022,1.555878067
936.9744702,1.370561199,1.550909195
937.4744702,1.370561199,1.545940323
937.9744702,1.35068449,1.550909195
938.4744702,1.365592022,1.555878067
938.9744702,1.365592022,1.540971451
939.4744702,1.355653667,1.545940323
939.9744702,1.360622845,1.550909195
940.4744702,1.355653667,1.550909195
940.9744702,1.370561199,1.560846939
941.4744702,1.355653667,1.555878067
941.9744702,1.365592022,1.550909195
942.4744702,1.360622845,1.555878067
942.9744702,1.360622845,1.555878067
943.4744702,1.365592022,1.555878067
943.9744702,1.360622845,1.550909195
944.4744702,1.375530376,1.565815811
944.9744702,1.375530376,1.565815811
945.4744702,1.365592022,1.555878067
945.9744702,1.360622845,1.545940323
946.4744702,1.360622845,1.565815811
946.9744702,1.365592022,1.565815811
947.4744702,1.370561199,1.560846939
947.9744702,1.370561199,1.560846939
948.4744702,1.370561199,1.555878067
948.9744702,1.365592022,1.560846939
949.4744702,1.370561199,1.560846939
949.9744702,1.375530376,1.565815811
950.4744702,1.360622845,1.555878067
950.9744702,1.375530376,1.560846939
951.4744702,1.380499554,1.560846939
951.9744702,1.360622845,1.550909195
952.4744702,1.365592022,1.555878067
952.9744702,1.375530376,1.560846939
953.4744702,1.375530376,1.560846939
953.9744702,1.375530376,1.565815811
954.4744702,1.370561199,1.555878067
954.9744702,1.375530376,1.555878067
955.4744702,1.370561199,1.565815811
955.9744702,1.375530376,1.555878067
956.4744702,1.370561199,1.560846939
956.9744702,1.370561199,1.560846939
957.4744702,1.365592022,1.550909195
